id,candidate_length,in_candidates,response,answer
6874,1,True,Linda Vester,Linda Vester
6875,1,True,DaySide,DaySide
6876,1,True,Fox News Live,Fox News Live
6877,2,True,Terri Schiavo,Terri Schiavo case
6878,10,True,Michael Jackson (singer),Michael Jackson
6879,10,True,Fox News Channel,Fox Broadcasting Company
6880,10,True,Michael Jackson,Michael Jackson
6881,7,True,MSNBC,MSNBC
6882,2,True,Court TV,TruTV
6883,4,True,CNN International,CNN International
6884,5,True,Coachella Valley,Coachella Valley
6885,10,True,California,California
6886,10,True,California,California
6887,6,True,Criminal law,Criminal law
6888,10,True,Martindale-Hubbell,Instant-runoff voting
6889,1,True,notInKB,notInKB
6889,1,True,LexisNexis Martindale-Hubbell,LexisNexis Martindale-Hubbell
6890,1,True,"Virginia Beach, Virginia","Virginia Beach, Virginia"
6891,5,True,Florida,Florida
6892,3,True,California,California
6893,2,True,West Bank,West Bank
6894,1,True,Peter Shumlin,Peter Shumlin
6895,1,False,Scott Walker (singer),Scott Walker (politician)
6896,3,True,Singapore,Singapore
6897,10,True,JPMorgan Chase,Chase (bank)
6898,10,True,Internal Revenue Service,Internal Revenue Service
6899,10,True,Toronto,Toronto
6900,4,False,nic,Houston
6901,1,True,Houston,Houston
6902,3,True,California,California
6903,1,True,Australian Securities and Investments Commission,Australian Securities and Investments Commission
6904,10,True,Manila,Manila
6905,1,True,Bank One Corporation,Bank One Corporation
6906,10,True,Marv Levy,"Levy County, Florida"
6907,1,True,Minnesota,Minnesota
6908,1,True,Houston,Houston
6909,1,True,Freddie Mac,Freddie Mac
6910,2,True,Toronto,Toronto
6911,8,True,Myspace,Myspace
6912,10,True,University of Tennessee,University of Tennessee
6913,10,True,"Knoxville, Tennessee","Knoxville, Tennessee"
6914,1,True,Ameriquest Mortgage,Ameriquest Mortgage
6915,10,True,Mitsubishi,Mitsubishi
6916,3,True,California,California
6917,5,True,Citibank,Citigroup
6918,10,True,Visa,Visa Inc.
6919,10,True,Comcast,Comcast
6920,1,True,Houston,Houston
6921,10,True,Dubai,Dubai
6922,1,True,T-Mobile,T-Mobile
6923,4,True,London,London
6924,5,True,Florida,Florida
6925,10,True,Bank,Bank
6926,10,True,Bernhard Riemann,Bernhard Riemann
6927,10,False,nic,John H. Hubbard
6928,10,True,Abstract (summary),Abstract (summary)
6929,10,False,nic,Metre
6930,10,True,"Methodist Ladies' College, Melbourne",Multi-level cell
6931,1,True,Transfer operator,Transfer operator
6932,10,False,nic,Fields Medal
6933,10,True,Stony Brook,Stony Brook University
6934,10,True,W,Watt
6935,10,True,W,Watt
6936,10,True,Watt,Watt
6937,10,True,Abstract (summary),Abstract (summary)
6938,10,False,nic,Q factor
6939,10,False,nic,Q factor
6940,10,False,nic,Q factor
6941,10,False,nic,Q factor
6942,10,False,nic,Q factor
6943,10,False,nic,Q factor
6944,10,False,nic,Q factor
6945,10,True,Abstract (summary),Abstract (summary)
6946,10,True,Abstract (summary),Abstract (summary)
6947,1,True,notInKB,notInKB
6947,1,True,Diffeomorphism,Diffeomorphism
6948,10,True,Abstract (summary),Abstract (summary)
6949,1,True,Diophantine equation,Diophantine equation
6950,10,True,Abstract (summary),Abstract (summary)
6951,10,True,Abstract (summary),Abstract (summary)
6952,10,True,notInKB,notInKB
6952,10,True,Lagrangian,Lagrangian
6953,10,True,Abstract (summary),Abstract (summary)
6954,10,True,Abstract,Abstract (summary)
6955,10,True,Cantor set,Georg Cantor
6956,10,True,Cantor set,Georg Cantor
6957,6,True,notInKB,notInKB
6957,6,True,Jacobian matrix and determinant,Jacobian matrix and determinant
6958,6,True,notInKB,notInKB
6958,6,True,Jacobian matrix and determinant,Jacobian matrix and determinant
6959,10,True,Abstract (summary),Abstract (summary)
6960,10,True,Hamiltonian mechanics,Hamiltonian mechanics
6961,1,True,Diophantine equation,Diophantine equation
6962,1,True,Amie Wilkinson,Amie Wilkinson
6963,10,True,Abstract (summary),Abstract (summary)
6964,10,True,Abstract (summary),Abstract (summary)
6965,2,True,John H. Hubbard,John H. Hubbard
6966,10,True,Abstract (summary),Abstract (summary)
6967,10,True,Julia set,Julia set
6968,10,True,Julia set,Julia set
6969,2,True,AutoDWG DWG2Image 1.1,.dwg
6970,1,True,AutoCAD DXF,AutoCAD DXF
6971,10,True,Bitmap,BMP file format
6972,7,True,notInKB,notInKB
6972,7,True,Joint Photographic Experts Group,JPEG
6973,5,True,Tagged Image File Format,Tagged Image File Format
6974,8,True,notInKB,notInKB
6974,8,True,Graphics Interchange Format,Graphics Interchange Format
6975,10,True,Portable Network Graphics,Portable Network Graphics
6976,10,True,Red,Red
6977,10,False,nic,Golf course
6978,5,True,RGB color space,NTSC
6979,10,True,CD-ROM,Compact disc
6980,10,True,Java (programming language),Java (programming language)
6981,10,True,Shaman,Shamanism
6982,10,True,HTML,HTML
6983,1,True,Exchangeable image file format,Exchangeable image file format
6984,2,True,DWG,.dwg
6985,1,True,notInKB,notInKB
6985,1,True,Design Web Format,Design Web Format
6986,2,True,AutoCAD,.dwg
6987,1,True,notInKB,notInKB
6987,1,True,Design Web Format,Design Web Format
6988,1,True,AutoCAD DXF,AutoCAD DXF
6989,1,True,notInKB,notInKB
6989,1,True,Design Web Format,Design Web Format
6990,4,True,AutoCAD,AutoCAD
6991,2,True,.dwg,.dwg
6992,1,True,AutoCAD DXF,AutoCAD DXF
6993,10,True,Data warehouse,Data warehouse
6994,10,True,Druid,Druid
6995,1,True,ACDSee,ACDSee
6996,1,True,ACDSee,ACDSee
6997,10,False,notInKB,notInKB
6997,10,False,nic,Premium (marketing)
6998,2,False,nic,Desktop computer
6999,10,True,Microsoft Windows,Microsoft Windows
7000,4,True,AutoCAD,AutoCAD
7001,4,True,AutoCAD,AutoCAD
7002,4,True,AutoCAD,AutoCAD
7003,4,True,AutoCAD,AutoCAD
7004,1,True,ActiveX,ActiveX
7005,4,True,Computer-aided design,AutoCAD
7006,1,True,.dwg,.dwg
7007,1,True,AutoCAD DXF,AutoCAD DXF
7008,2,True,DWG,.dwg
7009,1,True,AutoCAD DXF,AutoCAD DXF
7010,2,True,AutoCAD,.dwg
7011,1,True,AutoCAD DXF,AutoCAD DXF
7012,1,True,AutoCAD DXF,AutoCAD DXF
7013,2,True,.dwg,.dwg
7014,4,True,AutoCAD,AutoCAD
7015,4,True,AutoCAD,AutoCAD
7016,1,True,South Asian sweets,South Asian sweets
7017,10,True,India,India
7018,10,True,India,India
7019,10,True,India,India
7020,10,True,India,India
7021,10,True,India,India
7022,10,True,Flower,Flower
7023,10,True,Wedding anniversary,Anniversary
7024,10,True,India,India
7025,10,True,Ahmedabad,Ahmedabad
7026,10,True,Surat,Surat
7027,6,True,Rajkot,Rajkot
7028,10,True,Mumbai,Mumbai
7029,10,True,Mumbai,Mumbai
7030,10,True,Gujarat,Gujarat
7031,10,True,Chennai,Chennai
7032,10,True,Hyderabad,Hyderabad
7033,10,True,New Delhi,New Delhi
7034,10,True,New Delhi,New Delhi
7035,10,True,Pune,Pune
7036,10,True,Agra,Agra
7037,10,True,Kolkata,Kolkata
7038,10,True,Kolkata,Kolkata
7039,10,True,Bangalore,Bangalore
7040,10,True,Kerala,Kerala
7041,10,True,"Punjab, India","Punjab, India"
7042,10,True,Jaipur,Jaipur
7043,2,True,Noida,Noida
7044,1,True,Secunderabad,Secunderabad
7045,9,True,Amritsar,Amritsar
7046,10,True,Chandigarh,Chandigarh
7047,10,True,Indore,Indore
7048,4,True,Mohali,Ajitgarh
7049,10,True,Patna,Patna
7050,10,True,India,India
7051,5,True,2001,Stanley Kubrick
7052,2,True,Andrei Tarkovsky,Andrei Tarkovsky
7053,10,True,Solaris (1972 film),Solaris (1972 film)
7054,10,True,Russia,Russia
7055,2,True,Steven Soderbergh,Steven Soderbergh
7056,10,True,John Carpenter,John Carpenter
7057,10,True,Dark Star (film),Dark Star (film)
7058,1,True,Douglas Trumbull,Douglas Trumbull
7059,5,True,Silent Running,Silent Running
7060,10,True,Cinema of the United Kingdom,United Kingdom
7061,2,True,Danny Boyle,Danny Boyle
7062,10,True,Sunshine (2007 film),Sunshine (2007 film)
7063,1,True,Alex Garland,Alex Garland
7064,10,True,Earth,Earth
7065,10,False,nic,Danny Boyle
7066,10,False,nic,Alex Garland
7067,10,True,James Cameron,James Cameron
7068,5,True,Michael Bay,Michael Bay
7069,10,True,Sunshine (2007 film),Sunshine (2007 film)
7070,10,True,Computer-generated imagery,Computer-generated imagery
7071,10,True,Christmas,Christmas
7072,7,True,Minority Report (film),Minority Report (film)
7073,10,True,Sunshine (2007 film),Sunshine (2007 film)
7074,10,True,Alien (film),Alien (film)
7075,10,True,Sunshine (2007 film),Sunshine (2007 film)
7076,10,True,HAL 9000,HAL 9000
7077,5,True,Silent Running,Silent Running
7078,1,True,Rose Byrne,Rose Byrne
7079,1,True,Benedict Wong,Benedict Wong
7080,1,True,Michelle Yeoh,Michelle Yeoh
7081,1,True,Hiroyuki Sanada,Hiroyuki Sanada
7082,1,True,Cillian Murphy,Cillian Murphy
7083,10,True,United States,United States
7084,10,True,Chris Evans (actor),Chris Evans (actor)
7085,10,True,Sunshine (2007 film),Sunshine (2007 film)
7086,10,True,God,God
7087,5,False,nic,Bruce Almighty
7088,10,False,nic,Danny Boyle
7089,10,False,nic,Alex Garland
7090,10,True,United Kingdom,United Kingdom
7091,10,True,Sunshine (2007 film),Sunshine (2007 film)
7092,10,True,Welsh poetry,Wales
7093,10,True,Dylan Thomas,Dylan Thomas
7094,1,True,The Edge of Love,The Edge of Love
7095,10,False,nic,Dylan Thomas
7096,1,True,Matthew Rhys,Matthew Rhys
7097,1,True,Caitlin Thomas,Caitlin Thomas
7098,2,True,Sienna Miller,Sienna Miller
7099,1,True,Rufus Sewell,Rufus Sewell
7100,10,False,nic,Dylan Thomas
7101,10,True,Caitlin Thomas,Caitlin Thomas
7102,3,True,Keira Knightley,Keira Knightley
7103,1,True,Jules and Jim,Jules and Jim
7104,8,True,Hello (magazine),Hello (magazine)
7105,1,True,Cillian Murphy,Cillian Murphy
7106,10,True,Dylan Thomas,Dylan Thomas
7107,10,False,nic,Cillian Murphy
7108,10,True,Wales,Wales
7109,10,True,Ancient Greece,Greece
7110,10,True,Keira Knightley,Keira Knightley
7111,10,True,Keira Knightley,Keira Knightley
7112,1,True,John Maybury,John Maybury
7113,10,False,nic,Sienna Miller
7114,10,True,Keira Knightley,Keira Knightley
7115,10,True,Keira Knightley,Keira Knightley
7116,10,True,World War II,World War II
7117,10,True,Keira Knightley,Keira Knightley
7118,1,True,The Edge of Love,The Edge of Love
7119,10,True,Caitlin Thomas,Caitlin Thomas
7120,10,True,Dylan Thomas,Dylan Thomas
7121,10,True,Caitlin,Caitlin Thomas
7122,10,True,Dylan Thomas,Dylan Thomas
7123,10,False,nic,Dylan Thomas
7124,10,True,DIY ethic,Do it yourself
7125,1,True,Kathmandu,Kathmandu
7126,2,True,Kathmandu,Kathmandu Valley
7127,2,True,Pashupatinath,Pashupatinath Temple
7128,2,True,notInKB,notInKB
7128,2,True,Swayambhunath,Swayambhu
7129,3,True,Bhaktapur,Bhaktapur
7130,3,True,Bhaktapur Durbar Square,Bhaktapur
7131,2,True,Nagarkot,Nagarkot
7132,10,True,Nepal,Nepal
7133,8,True,Kathmandu,Kathmandu Valley
7134,10,True,Nepal,Nepal
7135,2,True,Nagarkot,Nagarkot
7136,10,True,Himalayan,Himalayas
7137,5,True,Pokhara,Pokhara
7138,1,True,Phewa Lake,Phewa Lake
7139,3,True,Chitwan National Park,Chitwan District
7140,3,True,Chitwan National Park,Chitwan District
7141,1,True,Chitwan National Park,Chitwan National Park
7142,10,True,Rhinoceros,Rhinoceros
7143,4,True,Bengal Tiger,Bengal tiger
7144,3,True,Chitwan National Park,Chitwan District
7145,8,True,Tharu people,Tharu people
7146,9,True,Dinner,Dinner
7147,1,True,Bengal tiger,Bengal tiger
7148,8,True,Tharu people,Tharu people
7149,9,True,Dinner,Dinner
7150,10,False,nic,Ankh-Morpork City Watch
7151,3,True,Chitwan National Park,Chitwan District
7152,8,True,Kathmandu,Kathmandu Valley
7153,10,True,Hotel,Hotel
7154,10,True,Nepal,Nepal
7155,4,True,Vedas,Vedas
7156,10,True,Hinduism in Nepal,Hindu
7157,10,True,Mesh,Mesh
7158,10,True,Aries (astrology),Aries (comics)
7159,10,False,nic,Taurus (comics)
7160,10,True,Mithun,Mithun Tejasvi
7161,10,True,Gemini (astrology),Gemini (astrology)
7162,10,True,Cancer (astrology),Cancer
7163,10,False,nic,Leo (comics)
7164,10,True,Virgo (astrology),Virgo (astrology)
7165,10,False,nic,Tula Oblast
7166,10,True,Scorpio (astrology),Scorpius
7167,3,True,Dhanu,Dhanu
7168,10,True,Sagittarius (astrology),Sagittarius (comics)
7169,10,True,Capricorn,Capricorn (comics)
7170,3,True,Aquarius,Kumbha
7171,10,True,Aquarius (astrology),Aquarius (astrology)
7172,10,True,Pisces (astrology),Pisces (constellation)
7173,10,True,Nepal,Nepal
7174,5,True,Rashi,Rashi
7175,10,True,Nepal,Nepal
7176,5,True,Rashi,Rashi
7177,10,True,Nepalese,Nepal
7178,10,True,Nepalese,Nepal
7179,7,True,notInKB,notInKB
7179,7,True,Tika,Tilaka
7180,1,True,notInKB,notInKB
7180,1,True,Dasain,Dasain
7181,1,True,Bhau-beej,Bhau-beej
7182,4,True,Tihar (festival),Tihar (festival)
7183,10,True,Kansas Jayhawks men's basketball,Kansas Jayhawks men's basketball
7184,10,True,University of Memphis,Memphis Grizzlies
7185,10,True,CollegeHoopsNet,China
7186,10,True,Missouri Tigers,Detroit Tigers
7187,10,True,Mario,Mario
7188,10,True,University of Memphis,Memphis Grizzlies
7189,10,True,University of Memphis,Memphis Grizzlies
7190,10,True,University of Memphis,Memphis Grizzlies
7191,10,True,Brandon Rush,Rush (gridiron football)
7192,10,True,University of North Carolina,University of North Carolina at Chapel Hill
7193,10,True,University of Memphis,Memphis Grizzlies
7194,10,True,National Basketball Association,National Basketball Association
7195,10,True,Derrick Rose,Rose
7196,10,True,2006 NCAA Men's Division I Basketball Tournament,NCAA Men's Division I Basketball Championship
7197,1,True,Michael Beasley,Michael Beasley
7198,10,True,National Basketball Association,National Basketball Association
7199,10,True,University of Memphis,Memphis Grizzlies
7200,1,True,Chris Douglas-Roberts,Chris Douglas-Roberts
7201,10,True,China,China
7202,10,True,Las Vegas,Las Vegas Valley
7203,10,True,2012 NCAA Men's Division I Basketball Tournament,NCAA Men's Division I Basketball Championship
7204,10,True,University of Toronto,Toronto
7205,10,True,Canada,Canada
7206,2,True,University of Waterloo,University of Waterloo
7207,10,True,Canada men's national basketball team,Canada
7208,10,True,Bachelor's degree,Bachelor of Arts
7209,10,True,Economics,Economics
7210,2,True,Management,Management
7211,10,True,Golden State Warriors,Golden State Warriors
7212,10,True,Golden State Warriors,Golden State Warriors
7213,10,True,Canadian Interuniversity Sport,Canadian Interuniversity Sport
7214,10,True,Canada men's national basketball team,Canada
7215,10,True,National Collegiate Athletic Association,NCAA Men's Division I Basketball Championship
7216,10,False,nic,Final (competition)
7217,10,False,notInKB,notInKB
7217,10,False,nic,Adam (TV film)
7218,1,True,"Washington, D.C.","Washington, D.C."
7219,10,True,United States,United States
7220,1,True,Center for Economic and Policy Research,Center for Economic and Policy Research
7221,4,True,Center for Economic and Policy Research,Center for Economic and Policy Research
7222,10,True,United States,United States
7223,10,True,United States,United States
7224,4,True,Center for Economic and Policy Research,Center for Economic and Policy Research
7225,10,True,Council of the District of Columbia,"Washington, D.C."
7226,1,True,Earned income tax credit,Earned income tax credit
7227,1,True,Medicaid,Medicaid
7228,1,True,State Children's Health Insurance Program,State Children's Health Insurance Program
7229,10,True,Employment,Steve Jobs
7230,4,True,Center for Economic and Policy Research,Center for Economic and Policy Research
7231,1,True,Economic Policy Institute,Economic Policy Institute
7232,10,True,Arkansas,Arkansas
7233,10,True,New Hampshire,New Hampshire
7234,10,True,Portable Document Format,Portable Document Format
7235,1,True,Center for Economic and Policy Research,Center for Economic and Policy Research
7236,4,True,Center for Economic and Policy Research,Center for Economic and Policy Research
7237,2,True,Center for Economic and Policy Research,Advisory board
7238,3,True,Economists,Economist
7239,3,True,Robert Solow,Robert Solow
7240,2,True,Joseph Stiglitz,Joseph Stiglitz
7241,5,True,Richard B. Freeman,Richard B. Freeman
7242,10,True,Harvard University,Harvard University
7243,10,True,Rutgers University,Rutgers University
7244,5,False,nic,Ford Focus Electric
7245,6,False,nic,Ford Focus Electric
7246,9,True,ITunes,ITunes
7247,7,False,nic,Ford Focus Electric
7248,10,True,Infant,Infant
7249,3,False,nic,EVS Broadcast Equipment
7250,10,True,Do it yourself,Do it yourself
7251,10,False,nic,EVS Broadcast Equipment
7252,6,False,nic,Ford Focus Electric
7253,10,True,Eastern Time Zone,Eastern Time Zone
7254,10,True,Medium frequency,Midfielder
7255,10,True,Nissan Motor Company,Nissan Motor Company
7256,10,True,United States,United States
7257,10,False,nic,Ford Focus Electric
7258,10,False,nic,EVS Broadcast Equipment
7259,10,True,Enfield,London Borough of Enfield
7260,10,True,Enfield,London Borough of Enfield
7261,10,True,Houston,Houston
7262,10,True,Texas,Texas
7263,10,False,nic,Ford Focus Electric
7264,10,True,Do it yourself,Do it yourself
7265,2,True,Chevrolet Volt,Chevrolet Volt
7266,1,True,Ford Focus Electric,Ford Focus Electric
7267,10,True,Chevrolet Volt,Chevrolet Volt
7268,5,False,nic,Ford Focus Electric
7269,10,True,Ford Motor Company,Ford Motor Company
7270,10,True,United States Environmental Protection Agency,United States Environmental Protection Agency
7271,10,True,United States,United States
7272,10,True,Ford Motor Company,Ford Motor Company
7273,3,False,nic,EVS Broadcast Equipment
7274,10,True,Ford Motor Company,Ford Motor Company
7275,2,True,Volkswagen Rabbit,Volkswagen Golf
7276,10,True,United States,United States
7277,2,True,Chevrolet S-10,Chevrolet S-10
